Transcript,Customer Statement,Sentiment,Call Outcome,label
transcript_131.txt,"Hello, Im calling about my recent doctors visit. I was charged a 50 copay, but I thought my policy had a 20 copay for that service.",Neutral,Issue Resolved,1
transcript_15.txt,"Hi, Im calling to request a case preauthorization for a procedure I need to undergo. My name is Emily Wilson, and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_79.txt,"Okay... pause Yeah, Im still getting the error message that my password is incorrect.",Negative,Follow-up Needed,0
transcript_128.txt,"It was on January 10th, and it was for a physical therapy session.",Neutral,Issue Resolved,1
transcript_9.txt,"Okay, Ill call the automated system and see what it says. If its locked out, Ill call back during business hours to get it unlocked.",Neutral,Follow-up Needed,1
transcript_47.txt,"Thanks, bye!",Positive,Issue Resolved,2
transcript_48.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_5.txt,You too. Bye.,Neutral,Issue Resolved,1
transcript_37.txt,"Okay, that sounds good. But can you also confirm that the claim will be approved once the new policy information is updated?",Positive,Issue Resolved,2
transcript_173.txt,"No, thats all.",Neutral,Follow-up Needed,1
transcript_106.txt,"Ah, let me check. pause Yeah, I found an email from you guys, but its from a few months ago. I dont think I signed up back then.",Neutral,Issue Resolved,1
transcript_109.txt,"Okay, Ill try that. pause Yes, that worked! Im logged in now. Thank you so much for your help!",Positive,Follow-up Needed,2
transcript_189.txt,"Okay, sounds good. How long will it take to hear back from them?",Positive,Follow-up Needed,2
transcript_160.txt,"angrily Well, what about my claim? Can you just approve it in the meantime?",Neutral,Follow-up Needed,1
transcript_156.txt,"My name is Emily Wilson, and my date of birth is March 12, 1985.",Neutral,Issue Resolved,1
transcript_126.txt,That sounds great. Can you tell me a bit more about both doctors?,Positive,Issue Resolved,2
transcript_52.txt,"Yes, that would be great, thank you.",Positive,Issue Resolved,2
transcript_129.txt,frustrated Thats ridiculous. Ive only tried logging in a few times. And now youre telling me my account is locked?,Negative,Follow-up Needed,0
transcript_87.txt,"No, thats all. Thank you again for resolving this issue.",Neutral,Issue Resolved,1
transcript_131.txt,What kind of additional information?,Neutral,Issue Resolved,1
transcript_188.txt,"Hi, Im calling about my recent visit to the doctor. I was charged a copay of 50, but Im certain my policy says I shouldnt have to pay anything for that service.",Negative,Issue Resolved,0
transcript_162.txt,Its johndoeemail.com.,Neutral,Follow-up Needed,1
transcript_16.txt,"Hi, Im calling about my online service account. Im having some trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_93.txt,That sounds great. I think Id like to schedule with Dr. Smith next Wednesday at 10 am. Can you please confirm the appointment details?,Positive,Issue Resolved,2
transcript_155.txt,"Okay, Ill try that. Thank you for your help.",Positive,Issue Resolved,2
transcript_149.txt,"Hi, Im having trouble logging in to my online service account. Im trying to register, but its not working. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_97.txt,"Hi, Im having trouble registering and logging in to my online service account. Im trying to access my account but its not working. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_147.txt,Bye!,Neutral,Issue Resolved,1
transcript_43.txt,"The date of service was January 10th, and the reason stated was that the service is not covered under my policy.",Negative,Issue Resolved,0
transcript_180.txt,"Okay, thank you.",Positive,Issue Resolved,2
transcript_52.txt,"No, thats all. Thank you so much for your help. Youve been very helpful and efficient.",Positive,Issue Resolved,2
transcript_117.txt,"You too, thank you again.",Positive,Issue Resolved,2
transcript_42.txt,"Okay, got it. But Im not sure if Im going to be able to make it. Can I cancel or reschedule if needed?",Negative,Issue Resolved,0
transcript_95.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_162.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_157.txt,"That sounds good. So, is the case preauthorized?",Positive,Issue Resolved,2
transcript_84.txt,"No, thats all. Thank you again for your help.",Positive,Follow-up Needed,2
transcript_191.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_8.txt,"Okay, sounds good. Thanks.",Positive,Issue Resolved,2
transcript_127.txt,"Yes, of course. The date of service was January 10th, and the reason for denial was that the policy does not cover the service. But I had switched my policy in December, and as per my new policy, the affected services should be covered.",Neutral,Issue Resolved,1
transcript_101.txt,Can you tell me a bit more about both doctors?,Neutral,Issue Resolved,1
transcript_172.txt,"Yes, that would be great. My phone number is 5551234567.",Positive,Issue Resolved,2
transcript_175.txt,"It just says invalid credentials or account not found. Im pretty sure Im entering the right information, but Ive tried a few different variations just in case.",Neutral,Follow-up Needed,1
transcript_157.txt,Im scheduled to have a knee arthroscopy next week and I want to make sure its covered.,Neutral,Issue Resolved,1
transcript_120.txt,Thats great. Can you tell me a bit more about both doctors?,Positive,Issue Resolved,2
transcript_74.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_146.txt,Its MEM123456.,Neutral,Issue Resolved,1
transcript_99.txt,Thank you. Bye.,Positive,Issue Resolved,2
transcript_5.txt,"Okay, that sounds good. How long will that take?",Positive,Issue Resolved,2
transcript_99.txt,"My date of birth is March 12, 1985, and Im looking to see an orthopedic specialist.",Neutral,Issue Resolved,1
transcript_102.txt,"I havent set up a password yet, Im trying to register. But Ive tried multiple times and it still says my member ID is invalid.",Negative,Follow-up Needed,0
transcript_161.txt,"Okay, Ive got the email. Let me just click on the link... pause Okay, Ive reset my password.",Neutral,Issue Resolved,1
transcript_15.txt,"That sounds great, thank you so much for your help!",Positive,Issue Resolved,2
transcript_193.txt,"You too, thank you.",Positive,Issue Resolved,2
transcript_161.txt,"No, thats all. Thanks again for your help!",Positive,Issue Resolved,2
transcript_41.txt,"Hi, Im calling about my recent copay for a doctors visit. I was charged 50, but my policy says I shouldnt have to pay anything for a primary care visit.",Negative,Issue Resolved,0
transcript_80.txt,"Well, Ive tried registering multiple times, but it keeps saying that my email is already in use. But when I try to log in, it says that my password is incorrect.",Negative,Follow-up Needed,0
transcript_187.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_155.txt,Its johndoeemail.com.,Neutral,Issue Resolved,1
transcript_166.txt,"Okay, let me try that. pause Ive cleared my cache and cookies, but Im still getting the same error messages.",Neutral,Issue Resolved,1
transcript_16.txt,"Hi, Im calling about my online service account. Im having some trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_122.txt,The doctors name is Dr. Smith and the facility is Mercy Hospital.,Neutral,Issue Resolved,1
transcript_91.txt,Thank you. You too.,Positive,Issue Resolved,2
transcript_50.txt,"Okay, that sounds good. How long will it take to resolve this?",Positive,Issue Resolved,2
transcript_124.txt,"Great, thank you. I just wanted to ask, whats the address of the office where Ill be seeing Dr. Smith?",Positive,Issue Resolved,2
transcript_71.txt,"Okay, thank you.",Positive,Issue Resolved,2
transcript_17.txt,"Okay, Ive tried that, but its still not working.",Negative,Follow-up Needed,0
transcript_153.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_111.txt,"Hi, Im calling about my recent visit to the doctor. I was charged a copay of 50, but Im sure my policy says its supposed to be 10.",Neutral,Follow-up Needed,1
transcript_193.txt,That explains a lot. What can be done to rectify this situation?,Negative,Issue Resolved,0
transcript_63.txt,"Im not getting any error message. When I try to register, it just keeps saying that my account is already created, but when I try to log in, it says that my username or password is incorrect.",Negative,Follow-up Needed,0
transcript_171.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_96.txt,"So, whats going to happen with my claim now?",Neutral,Issue Resolved,1
transcript_79.txt,"Okay... pause Yeah, Im getting the same error message. And my email address is jsmithemail.com.",Negative,Follow-up Needed,0
transcript_10.txt,"No, thats all. Thank you so much for your help!",Positive,Issue Resolved,2
transcript_159.txt,"Okay, that sounds good. What is the case number so I can reference it if I need to call back?",Positive,Issue Resolved,2
transcript_38.txt,"You too, bye.",Neutral,Issue Resolved,1
transcript_165.txt,"Okay, that sounds good. Thank you for your help.",Positive,Issue Resolved,2
transcript_91.txt,"No, thats all. Thanks again.",Neutral,Issue Resolved,1
transcript_134.txt,"pause Okay, that seems to be working now. Thank you for your help!",Positive,Follow-up Needed,2
transcript_46.txt,"Ah, yes! It was in my spam folder. Ive reset my password, but Im still having trouble logging in.",Negative,Follow-up Needed,0
transcript_26.txt,"Okay, Ill try that. pause Okay, Ive cleared the cache and cookies, but Im still getting the invalid credentials message.",Neutral,Issue Resolved,1
transcript_123.txt,"No, thats all. Thank you again!",Positive,Issue Resolved,2
transcript_69.txt,"Hi, Im having trouble logging in to my account on your website. My member ID is MEM123456. Can you help me?",Negative,Follow-up Needed,0
transcript_108.txt,angrily What do you mean? Ive already given you all the information you need. This is ridiculous.,Negative,Follow-up Needed,0
transcript_44.txt,"Its not loading correctly. When I try to log in, it just takes me back to the login page without giving me any errors.",Negative,Follow-up Needed,0
transcript_169.txt,"Okay, that sounds great. How long will that take?",Positive,Issue Resolved,2
transcript_184.txt,"Hi, Im calling about my recent doctors visit. I was charged a 50 copay, but Im pretty sure my policy says I shouldnt have to pay anything for that service.",Negative,Issue Resolved,0
transcript_162.txt,"Im not getting any error message, but when I try to register, it says my account already exists, and when I try to log in, it says my credentials are incorrect.",Negative,Follow-up Needed,0
transcript_124.txt,"Hmm, I think Id like to see Dr. Smith.",Neutral,Issue Resolved,1
transcript_72.txt,"That sounds great, thank you. Yes, please go ahead and schedule it for Wednesday at 2 PM.",Positive,Issue Resolved,2
transcript_160.txt,"Yes. It was for a service I received last month. The denial letter said its not covered under my policy, but I had actually switched to a new policy that does cover this service.",Neutral,Follow-up Needed,1
transcript_127.txt,Okay...,Neutral,Issue Resolved,1
transcript_157.txt,"Will do, thanks. Bye.",Positive,Issue Resolved,2
transcript_28.txt,"Sure, thats fine.",Positive,Issue Resolved,2
transcript_24.txt,"Ive been experiencing some back pain and Id like to see an orthopedic specialist. Ive heard great things about Dr. Smith, but Im also open to other recommendations.",Positive,Issue Resolved,2
transcript_154.txt,"Yeah, Im logged in now. Thank you so much for your help!",Positive,Follow-up Needed,2
transcript_142.txt,The procedure code is 27447 and the surgery is scheduled for April 15th.,Neutral,Issue Resolved,1
transcript_95.txt,"When I try to log in, it says my username and password are incorrect. Ive tried resetting my password, but it still doesnt work.",Negative,Issue Resolved,0
transcript_21.txt,"Hi, Im calling about issues Im having with my online service account. Im trying to register and log in, but Im running into some problems. My member ID is MEM456789.",Negative,Follow-up Needed,0
transcript_144.txt,Im using Google Chrome. 0040,Neutral,Follow-up Needed,1
transcript_17.txt,"When I try to log in, it says my username and password are incorrect. Ive tried resetting my password, but it doesnt seem to work.",Negative,Follow-up Needed,0
transcript_180.txt,"Alright, Ive reset my password. Let me try logging in again.",Neutral,Issue Resolved,1
transcript_99.txt,Thank you. Bye.,Positive,Issue Resolved,2
transcript_84.txt,"Okay, Ive tried logging in and it says that my account is locked due to too many failed login attempts.",Negative,Follow-up Needed,0
transcript_155.txt,"Ah, I found it. Ill activate my account now.",Positive,Issue Resolved,2
transcript_45.txt,"Okay, that sounds good. Can you give me an estimated timeframe for when this will be resolved?",Positive,Issue Resolved,2
transcript_1.txt,Thats frustrating. How can we get this resolved?,Negative,Follow-up Needed,0
transcript_125.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_57.txt,"Hi, Im calling about my recent doctors visit. I was charged a copay of 50, but I thought it was supposed to be 20 or maybe even no copay at all.",Neutral,Issue Resolved,1
transcript_120.txt,I was thinking sometime next week. Do you have any availability on Wednesday or Thursday?,Neutral,Issue Resolved,1
transcript_154.txt,"Yeah, Im logged in now. Thank you so much for your help!",Positive,Follow-up Needed,2
transcript_66.txt,"Great, thank you for your help.",Positive,Issue Resolved,2
transcript_3.txt,"But thats not what my policy says! Im looking at it right now, and it says I shouldnt have to pay more than 20 for that type of service.",Negative,Follow-up Needed,0
transcript_1.txt,"I switched policies on January 1st. I was told that the new policy would cover the service I received, but the denial letter says its not covered.",Negative,Follow-up Needed,0
transcript_109.txt,"Well, when I try to log in, it says my username and password are incorrect. Ive tried resetting my password, but its still not working.",Negative,Follow-up Needed,0
transcript_129.txt,"Its jsmithemail.com. And yeah, I just tried logging in again and got the same error message.",Negative,Follow-up Needed,0
transcript_144.txt,"Hi, Im trying to register and log in to my online service account, but Im having some trouble. Can someone help me? 0000",Negative,Follow-up Needed,0
transcript_94.txt,"Hi, Im calling to get a case preauthorized for a medical procedure. My name is Emily Wilson, and my member ID is MEM456789.",Neutral,Issue Resolved,1
transcript_139.txt,"Its MEM123456, and the date of service was January 10th.",Neutral,Issue Resolved,1
transcript_132.txt,"Okay, that sounds good. Thank you for your help today.",Positive,Issue Resolved,2
transcript_12.txt,My member ID is MEM123456.,Neutral,Issue Resolved,1
transcript_130.txt,"Hi, Im calling about a denied claim I received for a recent medical service. My claim was denied because the policy doesnt cover the service, but Im certain I switched to a new policy that does cover it. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_171.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_105.txt,Thats unacceptable. I switched policies over a month ago. How could this not be updated in your system yet?,Negative,Follow-up Needed,0
transcript_174.txt,Goodbye.,Neutral,Issue Resolved,1
transcript_164.txt,How about next Wednesday or Thursday?,Neutral,Issue Resolved,1
transcript_39.txt,You too. Bye.,Neutral,Issue Resolved,1
transcript_193.txt,"Hi, Im calling about a denied claim I received. I dont understand why it was denied. My claim number is MEM123456.",Negative,Issue Resolved,0
transcript_6.txt,"My phone number is 5551234567 and my address is 123 Main Street, Anytown, USA 12345.",Neutral,Issue Resolved,1
transcript_3.txt,Thats not good enough. I want this resolved now. Can you just waive the extra 30?,Negative,Follow-up Needed,0
transcript_196.txt,"Its August 12, 1985.",Neutral,Issue Resolved,1
transcript_67.txt,"Hi, Im calling about my online service account. Im having trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_75.txt,"No, thats all. Thanks.",Neutral,Issue Resolved,1
transcript_90.txt,"Okay, that sounds great. I think I would like to schedule an appointment with Dr. Smith at 230 PM on Wednesday.",Positive,Issue Resolved,2
transcript_96.txt,I switched policies on January 1st of this year.,Neutral,Issue Resolved,1
transcript_12.txt,"Thats what I thought. So, what can be done about the charge I already paid?",Neutral,Issue Resolved,1
transcript_53.txt,"Hi, Im having trouble registering and logging in to my online service account. Can you help me?",Negative,Follow-up Needed,0
transcript_102.txt,"Yes, thats exactly what Im doing. Its MEM123456.",Neutral,Follow-up Needed,1
transcript_113.txt,"But thats not correct. I specifically made an appointment with Dr. Smith as my primary care physician. And even if it was a specialist visit, my policy says I shouldnt pay more than 30.",Negative,Follow-up Needed,0
transcript_80.txt,"Hi, Im calling about issues Im having with registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_79.txt,"Hi, Im calling about my online service account. Im having trouble registering and logging in. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_32.txt,"Alright, thanks.",Positive,Follow-up Needed,2
transcript_129.txt,"Hi, Im having trouble registering and logging in to my online service account. Ive tried multiple times, but I keep getting an error message. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_114.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_110.txt,"Alright, thank you.",Positive,Issue Resolved,2
transcript_46.txt,"Okay, Ill try that. But Im not sure how to reset my password.",Neutral,Follow-up Needed,1
transcript_45.txt,"Oh, I see. So, it was just a technical issue?",Neutral,Issue Resolved,1
transcript_84.txt,"Okay, Ive checked my email and I dont see the verification code.",Neutral,Follow-up Needed,1
transcript_153.txt,"Thank you, you too! Bye!",Positive,Issue Resolved,2
transcript_123.txt,You too!,Positive,Issue Resolved,2
transcript_94.txt,Dr. John Smith at Mercy Hospital.,Neutral,Issue Resolved,1
transcript_183.txt,Thats not possible. I switched to a new policy a few months ago and the new policy does cover this service. I have the documents right here.,Negative,Follow-up Needed,0
transcript_26.txt,"Hi, Im having some trouble logging in to my online service account. My member ID is MEM654321.",Negative,Issue Resolved,0
transcript_5.txt,"Okay, that sounds good. How long will that take?",Positive,Issue Resolved,2
transcript_163.txt,Sure thing.,Neutral,Issue Resolved,1
transcript_187.txt,"Yes, of course. I had a minor surgery last month and when I submitted the claim, it was denied saying that the policy doesnt cover this type of service.",Negative,Issue Resolved,0
transcript_90.txt,Im available anytime after 2 PM.,Neutral,Issue Resolved,1
transcript_30.txt,frustrated A few days? Thats not acceptable. I need this resolved now.,Negative,Follow-up Needed,0
transcript_18.txt,"Ive already tried that, but it didnt work. Im still having the same issue.",Negative,Follow-up Needed,0
transcript_75.txt,Thats great news! Thank you so much for your help. I really appreciate it.,Positive,Issue Resolved,2
transcript_69.txt,"Okay, let me try... pause Yeah, its still not working.",Negative,Follow-up Needed,0
transcript_20.txt,"Yeah, my date of birth is March 12, 1990, and the last four digits of my payment method are 1234.",Neutral,Issue Resolved,1
transcript_103.txt,"Hi, Im calling about a claim that was denied. The reason given was that my policy doesnt cover the service, but Im certain it should be covered. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_103.txt,"Sure, its CLM789012.",Neutral,Issue Resolved,1
transcript_9.txt,"Ive already tried that. Ive reset my password multiple times, but it still wont let me log in.",Negative,Follow-up Needed,0
transcript_2.txt,"You too, thanks.",Positive,Issue Resolved,2
transcript_21.txt,"Well, when I try to register, it says that my email address is already in use. But Ive never signed up for an account before. And when I try to log in, it says that my password is incorrect, but I know Im entering it correctly.",Negative,Follow-up Needed,0
transcript_69.txt,"Hi, Im having trouble logging in to my account on your website. My member ID is MEM123456. Can you help me?",Negative,Follow-up Needed,0
transcript_164.txt,That sounds great. Can you tell me a little bit about Dr. Smith?,Positive,Issue Resolved,2
transcript_82.txt,It was on January 20th and the doctors name is Dr. Smith.,Neutral,Issue Resolved,1
transcript_44.txt,Its john.doeemail.com.,Neutral,Follow-up Needed,1
transcript_28.txt,Ive been experiencing some back pain and Id like to see an orthopedic specialist. I was hoping to get an appointment as soon as possible.,Negative,Issue Resolved,0
transcript_194.txt,"Hi, Im calling about a claim that was denied. I was told that my policy doesnt cover the service, but Im pretty sure I switched to a new policy that does cover it. My member ID is MEM654321.",Negative,Issue Resolved,0
transcript_178.txt,Ive been having some issues with my knee and Im looking to see an orthopedic specialist.,Negative,Issue Resolved,0
transcript_25.txt,"Okay, that sounds great. How long will it take for the refund to be processed?",Positive,Issue Resolved,2
transcript_21.txt,It says that my account is pending approval.,Negative,Follow-up Needed,0
transcript_194.txt,"Hi, Im calling about a claim that was denied. I was told that my policy doesnt cover the service, but Im pretty sure I switched to a new policy that does cover it. My member ID is MEM654321.",Negative,Issue Resolved,0
transcript_2.txt,"Okay, that sounds good. How long will it take to resolve this?",Positive,Issue Resolved,2
transcript_85.txt,My name is Johnson. Im having some issues with my knee and I need to see an orthopedic specialist.,Negative,Follow-up Needed,0
transcript_170.txt,"Hi, Im calling about my recent copay charge. I was charged 50 for a doctors visit, but Im pretty sure I shouldnt have been charged that much.",Negative,Issue Resolved,0
transcript_87.txt,"That sounds great, thank you for your help.",Positive,Issue Resolved,2
transcript_60.txt,"Thanks, bye.",Neutral,Issue Resolved,1
transcript_65.txt,"Hi, Im calling about my recent bill for a doctors visit. I was charged a 50 copay, but I thought my policy covered that service with no copay.",Negative,Issue Resolved,0
transcript_30.txt,firmly See that you do.,Neutral,Follow-up Needed,1
transcript_181.txt,"Hi, Im so sorry to call back. I just realized I have a conflict on Wednesday. Can I reschedule for Thursday instead?",Negative,Issue Resolved,0
transcript_83.txt,"No, thats all. Thank you so much for your help!",Positive,Issue Resolved,2
transcript_154.txt,"Okay... pause Yeah, Im getting the same error message. My email address is johndoeexample.com.",Negative,Follow-up Needed,0
transcript_131.txt,"Alright, thank you for looking into this. I appreciate it.",Positive,Issue Resolved,2
transcript_161.txt,"Oh, that makes sense. I did try logging in a few times before I called.",Neutral,Issue Resolved,1
transcript_166.txt,"Okay, thank you. I appreciate your help.",Positive,Issue Resolved,2
transcript_199.txt,"Hi, Im calling about a denied claim. I received a letter stating that my policy doesnt cover the service, but I recently switched to a new policy that should cover it. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_69.txt,"Okay, let me try... pause Yeah, its still not working.",Negative,Follow-up Needed,0
transcript_31.txt,"No, thats all. Thank you.",Positive,Issue Resolved,2
transcript_100.txt,"Hi, Im calling about a denied claim I received for a recent medical service. I believe it was denied in error.",Negative,Issue Resolved,0
transcript_179.txt,Sounds good. Thank you for your help in resolving this issue.,Positive,Issue Resolved,2
transcript_115.txt,"Okay, that sounds good. Can you please give me a reference number or something so I can follow up on the status of the claim?",Positive,Issue Resolved,2
transcript_133.txt,"Great, thank you. How long will it take to get the claim reprocessed?",Positive,Issue Resolved,2
transcript_157.txt,"Will do, thanks. Bye.",Positive,Issue Resolved,2
transcript_134.txt,"No, thats all. Thank you again.",Positive,Follow-up Needed,2
transcript_181.txt,"Great, thank you so much! I really appreciate your help.",Positive,Issue Resolved,2
transcript_66.txt,I need a knee replacement surgery due to arthritis. My doctor has scheduled it for next Thursday.,Negative,Issue Resolved,0
transcript_44.txt,"pause No, I havent received the email.",Neutral,Follow-up Needed,1
transcript_183.txt,I hope so. This has been a huge hassle and I just want to get this taken care of.,Negative,Follow-up Needed,0
transcript_94.txt,"Its a knee replacement surgery, and its scheduled for April 15th.",Neutral,Issue Resolved,1
transcript_97.txt,"Yeah, I changed my password a few days ago. My username is my email address, and my password is... pauses to enter password",Neutral,Issue Resolved,1
transcript_191.txt,"Hi, Im calling about a denied claim I received. My name is Emily Wilson, and my member ID is MEM456789. I was expecting coverage for a recent medical service, but the denial letter said its not covered under my policy.",Negative,Issue Resolved,0
transcript_163.txt,"That makes sense, I guess. But how long will it take to get this updated and the claim approved?",Neutral,Issue Resolved,1
transcript_87.txt,Johnson.,Neutral,Issue Resolved,1
transcript_80.txt,"Well, Ive tried registering multiple times, but it keeps saying that my email is already in use. But when I try to log in, it says that my password is incorrect.",Negative,Follow-up Needed,0
transcript_1.txt,Thank you.,Positive,Follow-up Needed,2
transcript_72.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson, and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_21.txt,"Hi, Im calling about issues Im having with my online service account. Im trying to register and log in, but Im running into some problems. My member ID is MEM456789.",Negative,Follow-up Needed,0
transcript_79.txt,"Okay... pause Ah, that seems to have worked! I was able to register successfully.",Positive,Follow-up Needed,2
transcript_37.txt,"Alright, great. Thank you for your help. I appreciate it.",Positive,Issue Resolved,2
transcript_134.txt,"Okay... pause Nope, still not working.",Negative,Follow-up Needed,0
transcript_184.txt,"Okay, that sounds fine. Can you keep me updated on the status?",Positive,Issue Resolved,2
transcript_82.txt,"No, thats all. Thanks again.",Neutral,Issue Resolved,1
transcript_192.txt,"My new policy effective date is January 1st, and the date of service was January 15th.",Neutral,Issue Resolved,1
transcript_44.txt,"Hi, Im having trouble logging in to my account on your website. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_59.txt,"My address is 123 Main St, Anytown, USA 12345.",Neutral,Issue Resolved,1
transcript_12.txt,"Hi, Im calling about my recent doctors visit. I was charged a 50 copay, but Im pretty sure my policy says I shouldnt have to pay anything for that service.",Negative,Issue Resolved,0
transcript_159.txt,The procedure code is 23456 and the estimated date of the surgery is March 25th. My doctors office said that I need to get preauthorization before the surgery can be scheduled.,Neutral,Issue Resolved,1
transcript_118.txt,"Hi, Im having some trouble registering and logging in to my online service account. Can you help me?",Negative,Issue Resolved,0
transcript_81.txt,"That makes sense, I guess. So, whats the next step to get this corrected?",Neutral,Issue Resolved,1
transcript_21.txt,"pause Okay, Ive tried registering again, and Im still having trouble. Im getting a different error message now.",Negative,Follow-up Needed,0
transcript_23.txt,"No, thats all. Thank you again.",Positive,Issue Resolved,2
transcript_194.txt,"Okay, that sounds good. Thank you for your help, I appreciate it.",Positive,Issue Resolved,2
transcript_184.txt,"No, thats all. But can you tell me when this issue will be resolved?",Neutral,Issue Resolved,1
transcript_184.txt,"That sounds great, thank you so much. How long will it take to get the refund?",Positive,Issue Resolved,2
transcript_133.txt,"Okay, that sounds good. Thank you again for your help in resolving this issue.",Positive,Issue Resolved,2
transcript_43.txt,"Hi, Im calling about a denied claim I received for a recent service. My name is Emily Wilson and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_51.txt,"You too, bye.",Neutral,Issue Resolved,1
transcript_37.txt,"Okay, that sounds good. But can you also confirm that the claim will be approved once the new policy information is updated?",Positive,Issue Resolved,2
transcript_190.txt,"pause Yeah, sure.",Neutral,Issue Resolved,1
transcript_14.txt,"Okay, Ill try that. pause That didnt work either.",Negative,Follow-up Needed,0
transcript_122.txt,"Okay, that makes sense. How much is the deductible?",Neutral,Issue Resolved,1
transcript_197.txt,"Its March 12, 1985.",Neutral,Issue Resolved,1
transcript_37.txt,"Yeah, my policy number is MEM123456, and the date of service was January 10th.",Neutral,Issue Resolved,1
transcript_38.txt,"Okay, go ahead.",Neutral,Issue Resolved,1
transcript_102.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_55.txt,"You too, bye.",Neutral,Issue Resolved,1
transcript_161.txt,"Hi, Im having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_6.txt,"Okay, thats what I expected. Can you tell me how much the deductible is and how much Ill be responsible for paying out of pocket?",Neutral,Issue Resolved,1
transcript_87.txt,"But I had switched to a new policy a month ago, and as per the new policy, this service should be covered.",Neutral,Issue Resolved,1
transcript_27.txt,"You too, bye.",Neutral,Issue Resolved,1
transcript_139.txt,"Hi, Im calling about a denied claim I received for a recent medical service. My member ID is MEM123456. I was told that the policy doesnt cover the service, but Im pretty sure it should be covered under my new policy.",Negative,Issue Resolved,0
transcript_134.txt,"Okay... pause Nope, still not working.",Negative,Follow-up Needed,0
transcript_84.txt,My email address is jsmithemail.com.,Neutral,Follow-up Needed,1
transcript_14.txt,"Okay, Ill hold.",Neutral,Follow-up Needed,1
transcript_54.txt,"Great, thank you so much! I appreciate your help.",Positive,Issue Resolved,2
transcript_74.txt,Id prefer to come in as soon as possible. How about tomorrow or the day after?,Neutral,Issue Resolved,1
transcript_84.txt,"Okay, Ive tried logging in and it says that my account is locked due to too many failed login attempts.",Negative,Follow-up Needed,0
transcript_18.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_169.txt,That makes sense. What can be done to resolve this issue?,Neutral,Issue Resolved,1
transcript_142.txt,Im looking to get a knee replacement surgery. Ive been experiencing a lot of pain and my doctor thinks this is the best course of action.,Neutral,Issue Resolved,1
transcript_15.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_9.txt,"Okay, Ill try that. But what if my account is locked out? How do I unlock it?",Neutral,Follow-up Needed,1
transcript_20.txt,"Hi, Im having trouble logging in to my online service account. Im trying to register but its not letting me. My member ID is MEM456278.",Negative,Issue Resolved,0
transcript_9.txt,"Ive already tried that. Ive reset my password multiple times, but it still wont let me log in.",Negative,Follow-up Needed,0
transcript_162.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_51.txt,"Yes, I did receive the refund and everything looks good. Thank you again for your help.",Positive,Issue Resolved,2
transcript_132.txt,"Yes, I can do that. Whats the fax number?",Neutral,Issue Resolved,1
transcript_12.txt,"That sounds great, thank you so much for your help!",Positive,Issue Resolved,2
transcript_0.txt,Okay.,Neutral,Issue Resolved,1
transcript_53.txt,"Oh, I didnt realize that. How do I complete the registration process?",Neutral,Follow-up Needed,1
