Customer Statement,Sentiment_actual
"Hi, I'm calling to request a case pre-authorization for a medical procedure. My name is Emily Wilson and my member ID is MEM123456.",Negative
"No, I understood everything. Thank you for checking in with me.",Negative
Thank you. Bye.,Positive
"That's what I thought. I've been with this insurance company for years, and I've never had to pay for a primary care visit before.",Positive
It's johndoe@example.com.,Neutral
"That sounds good, but can you tell me a little bit more about Dr. Smith?",Neutral
"(unconvinced) Alright... Thank you, I guess.",Neutral
"That sounds great, thank you! But how long will it take to get this resolved?",Positive
"Alright, thank you for looking into this. Can you give me a reference number for this issue so I can follow up?",Neutral
"Hi, I'm having trouble registering and logging in to my online service account. Can you help me?",Negative
"No, that's all. Thank you.",Negative
"Okay... (pause) Ah, that seems to have worked! I was able to register successfully.",Neutral
"Okay, that sounds great. How long will it take to process?",Neutral
Wonderful! I appreciate your help with this. Can you also confirm that my policy still has the $0 copay for that service?,Positive
"Okay, I'll hold.",Neutral
"Okay, that makes sense. What can be done to resolve this?",Neutral
"Okay, I've tried that, but it's still not working.",Neutral
"Sure, no problem.",Positive
"Okay, that sounds good. But how long will that take?",Neutral
"I switched policies on January 1st. I was told that the new policy would cover the service I received, but the denial letter says it's not covered.",Negative
"The CPT code is 73600, and I'm planning to have it done on March 25th.",Neutral
"Okay, great. Thank you!",Positive
You too. Bye.,Positive
"That's right. But I had switched to a new policy a few months ago, and as per the new policy, the affected services should be covered.",Neutral
"Okay, got it. Thank you for your help.",Neutral
It's MEM123456.,Neutral
"Okay, got it. I just got the email.",Neutral
"Sure, thank you.",Positive
"I've already tried that, but it's not working. It says that my email address is not recognized.",Negative
"Hi, I'm calling about my recent doctor's visit. I was charged a copay of $50, but I thought my policy didn't have a copay for that service.",Negative
"Sure, I'll hold.",Neutral
"That sounds good, but can I get a little more information about Dr. Lee? What's his specialty and what's his experience with patients with similar conditions to mine?",Neutral
"Okay, sounds good. Thank you for your help.",Neutral
"That's incorrect. I recently switched to a new policy, and I'm certain that physical therapy sessions are covered.",Neutral
Unbelievable. I've wasted 10 minutes of my time already. Can you at least give me a case number or something so I can reference this conversation?,Negative
"My address is 123 Main Street, Anytown, USA 12345, and my phone number is 555-555-5555.",Positive
"Okay, that sounds good. Can you also confirm that my account will be updated to reflect the corrected copay?",Neutral
(hangs up),Negative
"No, that's all. Thanks again for your help!",Positive
"Hi, I'm calling to get a case pre-authorized for a surgery I need to have done. My name is Emily Wilson and my member ID is MEM456789.",Negative
"No, that's all. Thank you again.",Negative
"Yes, that sounds good. Thank you for your help.",Positive
It's MEM123456.,Neutral
"Hi, I'm calling to get a case pre-authorized for a procedure I need to have done. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"That would be great, thank you.",Neutral
"I actually recently switched to a new policy, which I thought covered physical therapy sessions. I'm not sure why it was denied. My new policy is a Platinum plan, and I switched to it last month.",Negative
"My doctor's name is Dr. Smith, and the procedure code is XYZ123.",Positive
"No, that's all. Thanks again.",Negative
"I've already tried that. I've reset my password multiple times, but it still won't let me log in.",Negative
I'm using Google Chrome. (00:40),Positive
"That's great, thank you so much for your help!",Positive
"Well, when I try to register, it says my email address is already in use, but I've never registered before. And when I try to log in, it says my password is incorrect, but I'm pretty sure I'm entering it correctly.",Neutral
"It's a knee replacement surgery, and it's scheduled for April 15th.",Neutral
(provides account information),Positive
You too.,Positive
"It was on January 10th, and the doctor's office was Smith Family Medicine.",Negative
It was Smith Medical Group.,Neutral
"Okay, I've tried logging in again, and it looks like it's working now.",Neutral
"Hi, I'm calling about a denied claim. My name is Emily Wilson, and my member ID is MEM456789.",Negative
I'm getting an error message that says my username and password are incorrect. But I'm sure I'm using the right credentials.,Neutral
Okay...,Neutral
My doctor's name is Dr. Smith and the procedure will be performed at Mercy Hospital.,Positive
It's MEM123456.,Neutral
That's possible. What do I need to do to access my account?,Neutral
"Alright, thank you. I appreciate your help.",Positive
"Alright, thank you again.",Positive
My doctor's name is Dr. Smith and the surgery is scheduled at Mercy Hospital.,Positive
That sounds great. Can you tell me a bit more about Dr. Smith and Dr. Johnson? What are their specialties within dermatology?,Positive
"Okay, thank you for your help.",Neutral
"That's great, thank you so much for your help! Can you please provide me with a reference number for the pre-authorization?",Positive
"But I'm positive my policy says $20. I've been with this insurance company for years, and I've never paid more than that for a doctor's visit.",Neutral
"Okay, that sounds great. How long will that take?",Neutral
"No, that's all. Thank you.",Negative
Sounds great. Thank you.,Positive
That sounds good. And what about Dr. Johnson?,Neutral
"Yes, that would be great. Thank you!",Positive
"Okay, thank you for your help.",Neutral
"Okay, that sounds reasonable. What's the next step in the pre-authorization process?",Neutral
"Okay, that sounds good. What information do they need to provide?",Neutral
"Sure, go ahead.",Positive
"It's August 12, 1985.",Negative
"I've been experiencing some back pain, and my primary care physician recommended that I see an orthopedic specialist.",Neutral
"Okay, I'll try that. Thank you for your help.",Neutral
"Hi, I'm back on the line again. I just wanted to check on the status of my pre-authorization request.",Negative
Sounds good. Thank you for your help in resolving this issue.,Positive
"You too, thanks. Bye.",Positive
"Okay, that sounds good. Thank you for your help, Agent.",Neutral
"Okay, I think I did that correctly this time. But now I'm getting a different error message. It says ""account locked due to excessive login attempts.""",Neutral
Um...I don't think so. I've only tried logging in a few times today.,Negative
"Sure, I'll hold.",Neutral
"Okay, thank you.",Neutral
"Hi, I'm calling about a denied claim I received for a recent medical service. My member ID is MEM123456. I was told that the policy doesn't cover the service, but I'm pretty sure it should be covered under my new policy.",Negative
"You too, thank you!",Positive
"Hi, I'm calling about my recent visit to the doctor's office. I was charged a $50 copay, but I thought my policy only had a $20 copay for that service.",Negative
You too. Bye.,Positive
Thank you for the follow-up. I appreciate it.,Positive
"I'm not getting an error message. It just keeps taking me back to the login page. I've tried using my username and password, but it's not recognizing them.",Negative
"Hi, I'm calling to request a pre-authorization for a medical procedure. My name is Emily Wilson, and my member ID is MEM123456.",Negative
"That's what I thought. So, why was I charged $50?",Negative
"Okay, that sounds good. What's the next step?",Neutral
It's MEM123456.,Neutral
"No, that's all. Thank you again.",Negative
"Okay, that sounds great. Thank you so much for your help.",Positive
"I'm pretty flexible, but I'd prefer something within the next two weeks. I'm available weekdays after 2 PM.",Neutral
"Okay, thank you.",Neutral
"No, that's all. Thank you.",Negative
The procedure code is 23456 and the estimated date of the surgery is March 25th. My doctor's office said that I need to get pre-authorization before the surgery can be scheduled.,Negative
"Great, thank you so much! I really appreciate your help.",Positive
"Okay, great. Thank you so much for your help.",Positive
"Alright, thank you.",Positive
"Alright, thank you.",Positive
"Hi, I'm calling about a denied claim I received for a recent medical service. I believe it was incorrectly denied.",Negative
"No, that's all.",Negative
It was on February 10th and the provider was Dr. Smith.,Negative
The diagnosis code is 250.00 and the provider's name is Dr. Smith.,Negative
I'm looking for a dermatologist. I'd like to schedule it for next Wednesday or Thursday. I'm available anytime between 9 am and 3 pm.,Positive
"Hi, I'm calling about my online service account. I'm having trouble registering and logging in. My member ID is MEM123456.",Negative
"Okay, thank you for your help.",Neutral
My doctor's name is Dr. Smith and the facility is Springdale Imaging Center.,Positive
You too. Bye.,Positive
(irritated) Why wasn't it activated in the first place? I've been trying to get this working for hours.,Negative
"Okay, that sounds good. Can you also confirm that my policy allows for no copay for this service in the future?",Neutral
"Sure, thank you.",Positive
"Okay, that's fine. How much is the deductible?",Neutral
"No, that's all. Thank you again for your help.",Negative
"That sounds great, thank you! I think I'd prefer Dr. Smith on Wednesday. What time is the appointment?",Positive
"Okay, thank you.",Neutral
"No, I think that's all.",Negative
"That makes sense, I guess. So, what can be done to resolve this?",Neutral
"That's right. I've been to this doctor before, and I've never been charged more than $20.",Negative
"Okay... (pause) Yes, I'm in! Thank you so much for your help.",Neutral
"Hi, I'm calling about my recent bill for the doctor's visit I had last week. I was charged a copay of $50, but I thought my policy said it was supposed to be $20.",Negative
"Okay, great. Thank you for your help.",Positive
"Okay... (pause) Yeah, same thing. It says ""invalid email or password"".",Neutral
"Hi, I'm calling about my recent bill for a doctor's visit. I was charged a copay of $50, but I thought it was supposed to be $20 according to my policy.",Negative
"Oh, great! Thank you so much for looking into that for me.",Positive
Will do. Thanks again for your assistance.,Positive
"Hi, I'm having trouble logging in to my account on your website. My member ID is MEM123456. Can you help me?",Negative
"My doctor's name is Dr. Smith, and the MRI is scheduled at Mercy Hospital.",Positive
"No, that's all. Thank you.",Negative
"Hi, I'm calling about a denied claim I received recently. My name is Emily Wilson and my member ID is MEM123456.",Negative
It's jsmith@email.com.,Positive
"Yes, that sounds good. Can you go ahead and schedule it for me?",Positive
"Okay, let me try that. (01:00)",Neutral
"Okay, thank you. Is there anything else I need to do in the meantime?",Neutral
How do I check that?,Negative
It's johndoe@email.com.,Positive
"Hi, I'm having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative
"No, that's all.",Negative
"Okay, that makes sense. How much is the deductible?",Neutral
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM456789.",Negative
"Alright, that sounds good. Can you please provide me with the case number so I can follow up on it?",Neutral
I was thinking maybe next Wednesday?,Negative
"Hi, I'm calling about a denied claim. My claim for physical therapy sessions was denied, but I'm sure I'm covered. My member ID is MEM123456.",Neutral
"Okay, got it. Thank you.",Neutral
"No, that's all. Thank you again.",Negative
"The visit was on January 10th, and the provider's name is Dr. Smith.",Negative
"No, that's all. Thank you again.",Negative
"Hi, I'm calling about a denied claim I received for my recent medical service. My claim number is CLM123456. I believe it was denied in error. My name is Emily Wilson and my member ID is MEM456789.",Negative
(skeptical) Okay... And how long is this going to take?,Neutral
"That sounds great, thank you so much. How long will it take to get the refund?",Positive
"Hi, I'm having some trouble logging in to my online service account. My member ID is MEM654321.",Neutral
"(reluctantly) Alright... thank you, I guess.",Neutral
"Yes, that's correct.",Neutral
"It's August 12, 1985.",Negative
"Okay, that sounds good. But I'd like to do some more research on my own before scheduling the appointment. Can I get back to you?",Neutral
"Okay, that sounds good. Thank you for your help, I appreciate it.",Neutral
Goodbye.,Positive
"Yes, my member ID is MEM123456 and the service was on February 10th.",Negative
"It just says ""Invalid username or password"" every time I try to log in. I've tried resetting my password multiple times, but it doesn't seem to be working.",Negative
"Thank you, you too. Bye.",Positive
"Okay, that sounds good. I appreciate your help.",Neutral
"It was on February 10th, and I had a routine check-up.",Negative
"No, that's all. Thank you again!",Negative
My plan type is the Gold Plan and the surgery will be performed at Mercy Hospital.,Positive
That's not good enough. I want this resolved now. Can you just waive the extra $30?,Negative
"It just says ""Invalid username or password"" every time I try to log in. I've tried resetting my password multiple times, but it doesn't seem to be working.",Negative
"No, that's all. Thank you again for your help. You've been very patient and helpful.",Positive
"It's August 12, 1985.",Negative
"Okay... (pause) Yeah, I'm still getting the same error message.",Neutral
"You too, bye.",Positive
"Sure, thank you.",Positive
Thanks again for your help!,Positive
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM123456.",Negative
"Sure, thank you.",Positive
"No, that's all. Thank you again for your help. (02:30)",Negative
I'm not sure. Can I call back later and schedule something?,Neutral
"No, I think that's all. Thanks again for your help.",Negative
"Alright, thank you for your help.",Positive
"Sounds good. But wait, what's the phone number to confirm the appointment?",Neutral
"Hi, I'm calling about a denied claim I received for a recent medical service. I believe it was denied in error.",Negative
"Okay, that sounds great. How long will that take?",Neutral
That sounds great. How long will it take for them to review it?,Positive
"Great, thank you so much! I appreciate your help.",Positive
"No, that's all. Thanks again.",Negative
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"Yes, my name is Emily Wilson, and the date of service was March 10th.",Negative
I hope so. This has been a huge hassle and I just want to get this taken care of.,Neutral
"It was on January 10th, and it was for a physical therapy session.",Negative
Can you tell me a bit more about both doctors?,Neutral
"Great, thank you for confirming. I appreciate it.",Positive
(irritated) Why wasn't it activated in the first place? I've been trying to get this working for hours.,Negative
Thank you. You too.,Positive
(angrily) Inconvenience? You have no idea... (hangs up the phone),Negative
"It just says ""invalid credentials"" when I try to log in. I've tried resetting my password, but it still doesn't work.",Negative
That sounds great. Thank you so much for your help.,Positive
"Alright, thank you for your help.",Positive
"Yes, of course. The claim was for a doctor's visit, and the reason for the denial was that it's not covered under my policy. But I had switched to a new policy last month, and I'm certain that this service is covered under the new policy.",Neutral
It was a routine physical exam on January 10th. My policy says I shouldn't have to pay anything for preventive care.,Negative
"No, that's all. Thank you for your help!",Negative
Goodbye.,Positive
"Okay, sounds good. Is there anything else I need to do in the meantime?",Neutral
Thank you.,Positive
"It was on January 10th, and the doctor's office was Smith Family Medicine.",Negative
"I'm looking for a dermatologist. I've been experiencing some skin issues lately, and I'd like to get it checked out.",Neutral
"Yes, that would be great. Thank you!",Positive
"When I try to log in, it says my username and password are incorrect. I've tried resetting my password, but it doesn't seem to work.",Negative
Yeah... I've been experiencing some back pain and my doctor says I need a herniated disc surgery. I've already had an MRI and everything.,Negative
I'm using Google Chrome.,Positive
"That's what I thought. So, what's going to happen next?",Neutral
"Yeah, it's #CLM789012. I'm really surprised it was denied because I know my new policy covers this service.",Negative
"Okay, thank you.",Neutral
I was thinking maybe next Wednesday?,Negative
"No, that's all. Thank you so much for your help!",Positive
(angrily) Inconvenience? You have no idea... (hangs up the phone),Negative
"Oh, great! Thank you so much for your help. I really appreciate it. (02:10)",Positive
"Oh, okay. That makes sense. Thank you!",Neutral
"Okay... (pauses) Yes, I'm in! Thank you so much for your help.",Neutral
"That sounds great, thank you so much. How long will it take to get the refund?",Positive
You too. Bye.,Positive
"Well, when I try to register, it says my email address is already in use, but I'm sure I've never registered before. And when I try to log in, it says my password is incorrect, but I'm sure I'm entering the correct one.",Neutral
"Yes, the service was on January 10th, and the denial reason is ""policy does not cover the service"". But like I said, I've switched to a new policy that started on January 1st, and I'm sure this service is covered under the new policy.",Negative
"Okay, that sounds good. Can you also confirm that I won't be responsible for the $50 copay?",Neutral
"(pause) Yes, that worked! I'm in.",Positive
"Okay, that sounds fine. Can you keep me updated on the status?",Neutral
"Alright, thank you. I appreciate your help.",Positive
You too.,Positive
"No, that's all. Thank you again!",Negative
Will do. Thanks again for your assistance.,Positive
"My date of birth is March 12, 1985, and I need pre-authorization for a knee surgery.",Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"That sounds great, thank you. How will I know if everything is taken care of?",Positive
"Yeah, my policy number is MEM123456, and the date of service was January 10th.",Negative
It's MEM123456.,Neutral
"I went to see my primary care physician on January 10th for a routine check-up. I've been going to this doctor for years, and I've never been charged a copay before.",Positive
"No, that's all. Thank you for your help.",Negative
"Hi, I'm calling about my online service account. I'm having trouble registering and logging in. My member ID is MEM123456.",Negative
"Hi, I'm having trouble logging in to my online service account. My member ID is MEM123456. I've tried resetting my password, but I'm still getting an error message.",Negative
It's MEM123456.,Neutral
"Hi, I'm calling about a denied claim I received for a recent medical service. I believe it was denied in error.",Negative
"Wonderful, thank you so much for your help! I really appreciate it.",Positive
"No, that's all. Thank you again for your help.",Negative
"Yes, I need to have a knee replacement surgery. My doctor has recommended it due to severe arthritis.",Neutral
"No, that's all. Thank you again for your help.",Negative
"Yes, that sounds good. Can you go ahead and schedule it for me?",Positive
Okay...I hope this gets resolved soon. I need to get reimbursed for that doctor's visit.,Neutral
I need to have an MRI scan done for my knee. I've been experiencing some pain and my doctor recommends I get it checked out.,Positive
"Sounds good, thank you.",Positive
"Okay... (pause) Nope, it's still not working.",Neutral
"No, that's all. Thank you again for your help.",Negative
"Hi, I'm calling about my recent visit to the doctor's office. I was charged a copay of $50 for a service, but I'm pretty sure my policy doesn't require a copay for that service.",Neutral
"(hesitant) No, that's all. Thanks, I guess.",Negative
"Hi, I'm calling about a denied claim. My claim for the recent medical service was denied because the policy doesn't cover it. But I had switched to a new policy which should cover it.",Negative
"No, that's all. Thank you for your help!",Negative
"I switched policies on January 1st. I was told that the new policy would cover the service I received, but the denial letter says it's not covered.",Negative
"Hi, I'm calling about a denied claim I received for a recent medical service. My name is Emily Wilson and my member ID is MEM123456.",Negative
"It was on February 10th, and I had a follow-up appointment with my primary care physician.",Negative
You too.,Positive
"Hi, I'm having trouble registering and logging in to my online service account. I've tried multiple times, but I keep getting an error message. My member ID is MEM123456.",Negative
"Okay, great. Thank you for letting me know.",Neutral
"Hi, I'm having trouble logging in to my online account. I'm trying to register, but it's not working. My member ID is MEM000123.",Negative
"No, that's all. Thank you.",Negative
"My email is jsmith@email.com and my password is... (pauses, then whispers) ...my password is "" password123"".",Negative
"I have the Silver Plan. And according to the policy documents, I shouldn't have to pay more than $20 for a primary care visit.",Neutral
"Well, I go to the website and click on the login button, but it says my username and password are incorrect. I've tried resetting my password, but it doesn't seem to be working.",Negative
"No, that's all. Thank you again for your help.",Negative
"No, that's all. Thank you.",Negative
"My date of birth is March 12, 1985, and my primary care physician is Dr. Smith.",Positive
"Okay, I'll try that. (pause) Okay, I've cleared my cache and cookies. But I'm still having the same issue.",Neutral
"That's right. I've been to this doctor before, and I've never been charged more than $20.",Negative
"No, that's all. Thanks.",Negative
(sighs) Okay... let me try again.,Neutral
"No, that's all. Thank you again.",Negative
"No, that's all. Thank you for your help!",Negative
It was a routine check-up with my primary care physician on February 10th.,Neutral
"Okay, thank you for trying to help. Can you please escalate the issue and get back to me?",Neutral
"Okay, that sounds good. How long will that take?",Neutral
"Well, I'm not getting any error message. It just doesn't seem to be accepting my login credentials. I've tried multiple times, but it keeps saying that my username or password is incorrect.",Negative
(frustrated) That's ridiculous. I switched policies over two months ago. How long does it take to update the system?,Negative
How do I check that?,Negative
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM456123.",Negative
"Hi, my name is Emily Wilson and my member ID is MEM456789. I'm calling about a claim that was denied. I received a letter stating that my policy doesn't cover the service, but I'm certain that it should be covered under my new policy.",Negative
"Yeah, my date of birth is March 12, 1990, and the last four digits of my payment method are 1234.",Negative
"No, that's all. Thank you again.",Negative
"No, that's all. Thank you again.",Negative
"Hi, my name is Emily Wilson and my member ID is MEM456789. I'm calling about a claim that was denied. I received a letter stating that my policy doesn't cover the service, but I'm certain that it should be covered under my new policy.",Negative
"No, that's all. Thank you again.",Negative
"No, that's all. Thank you!",Negative
"No, that's all. Thank you again!",Negative
"No, that's all. Thank you again for your help.",Negative
"Hi, I'm calling about my recent visit to the doctor's office. I was charged a copay of $50, but I'm certain my policy says I shouldn't have to pay anything for that service.",Negative
"Okay, that sounds good. What is the case number so I can reference it if I need to call back?",Neutral
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"That sounds reasonable. But can I also get the name of another specialist, just in case?",Neutral
"No, that's all. Thank you again!",Negative
"No, that's all. Thank you so much for your help. You've been very helpful.",Positive
What kind of information do you need?,Neutral
I've been experiencing severe knee pain due to arthritis and my doctor has recommended the replacement surgery to alleviate the pain and improve my mobility.,Positive
"Okay, I understand. Is there a case number or reference number I can use to follow up on the status?",Neutral
"Yes, my cell phone number is 555-123-4567.",Negative
My name is Johnson. I'm having some issues with my knee and I need to see an orthopedic specialist.,Neutral
You too.,Positive
"That makes sense, I guess. So what can be done to resolve this?",Neutral
That sounds great. How long do you think it will take?,Positive
It's MEM123456.,Neutral
"Hi, I'm trying to register and log in to my online service account, but I'm having some trouble. Can someone help me? (00:00)",Neutral
It was a routine check-up with my primary care physician on January 10th.,Negative
"No, that's all. Thank you for your help.",Negative
"Okay, that sounds great. Thank you so much for your help. I really appreciate it.",Positive
That sounds great. Thank you so much for your help.,Positive
"Okay, that sounds good. How long do you think this will take?",Neutral
"Sure, thank you.",Positive
"No, that's all. Thank you for your help.",Negative
That's a bit too early for me. Do you have anything later in the day?,Neutral
"Okay, let me try... (pause) Yes, I'm in! Thank you so much for your help!",Neutral
"I haven't set up a password yet, I'm trying to register. But I've tried multiple times and it still says my member ID is invalid.",Negative
(on hold for 2 minutes),Negative
That's correct! I upgraded my policy to get more coverage.,Neutral
"When I try to log in, it says my username and password are incorrect. I've tried resetting my password, but it still doesn't work.",Negative
"Okay, I see. Well, can I get a pre-authorization for the amount that you will cover?",Neutral
"Oh, great! Thank you so much for your help. I really appreciate it. (02:10)",Positive
My doctor's name is Dr. Smith and the procedure will be performed at Mercy Hospital.,Positive
"Okay, that sounds good. How long will it take to get a decision on the pre-authorization?",Neutral
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"Alright, that sounds great. Thank you so much for your help in resolving this issue.",Positive
"Okay, I'll hold.",Neutral
"Yeah, I've tried that already. My username is jsmith123 and my password is... (pauses for security reasons).",Negative
"No, that's all. Thank you.",Negative
"Okay, I've done that.",Neutral
"Okay...thank you, I guess.",Neutral
"Hi, I'm having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative
"Well, I've tried to register a few times, but it keeps telling me that my email address is already in use. I'm not sure what to do.",Positive
The specialist's name is Dr. Johnson.,Neutral
"Hi, I'm calling to request a case pre-authorization for a medical procedure. My name is Emily Wilson and my member ID is MEM123456.",Negative
"Okay, that sounds good. Thank you for your help.",Neutral
"Okay, I understand. Can I check on the status of my pre-authorization request while it's being processed?",Neutral
"Thanks again, you too!",Positive
"Okay, let me try that. (pause) I've cleared my browser's cache and cookies, but I'm still having the same issue.",Neutral
"Hi, I'm calling to get a case pre-authorized. My name is Emily Wilson and my member ID is MEM123456.",Negative
Sounds good.,Positive
"My date of birth is 02/12/1985, and the phone number is 555-1234.",Positive
I'm scheduled to have a knee replacement surgery next month and I need to get pre-authorization for it.,Neutral
"Okay, I've checked my email and clicked on the link. What's next?",Neutral
"Okay, great. Thank you for letting me know.",Neutral
"Okay... (pause) Yeah, I'm getting the same error message. My email address is johndoe@example.com.",Neutral
"Alright, thank you for your help in resolving this issue.",Positive
I'm looking for a dermatologist. I'd like to schedule it for next Wednesday or Thursday. I'm available anytime between 9 am and 3 pm.,Positive
It's MEM123456.,Neutral
"My date of birth is March 12, 1985, and I'm looking to get a knee replacement surgery.",Positive
"Okay, thanks.",Neutral
That sounds great. I think I'd like to schedule with Dr. Smith for next Wednesday at 3 PM.,Positive
"That doesn't make sense. I did switch policies, and I should have received the new policy documents by now.",Negative
"You too, bye.",Positive
"Yeah, that's fine. Thank you for your help so far.",Positive
Goodbye.,Positive
"No, I understood everything. Thank you for checking in with me.",Negative
"That sounds great, thank you so much. How long will it take to get the refund?",Positive
"You too, bye.",Positive
Unbelievable. I've wasted 10 minutes of my time already. Can you at least give me a case number or something so I can reference this conversation?,Negative
Okay... (pause) Still not working.,Neutral
"Okay, that sounds good. But what about the $30 difference that I was overcharged? Will I get that refunded?",Neutral
"No, that's all. Thank you again!",Negative
"(frustrated) Fine. Yes, I've had a few surgeries in the past, okay? And I have some pre-existing conditions. Can we move on now?",Neutral
"Yeah, that would be great. Thanks.",Neutral
"No, that's all. Thank you again.",Negative
Bye.,Positive
It's jsmith@email.com.,Positive
"Yes, that sounds good. Can you go ahead and schedule it for me?",Positive
"Okay, I've checked my email and I don't see the verification code.",Neutral
"Okay, that sounds good. Is there anything else I need to do in the meantime?",Neutral
"Sure, no problem.",Positive
"It's March 12, 1985.",Positive
"That sounds great, thank you so much for your help. I really appreciate it.",Positive
"That's what I thought. So, what happens next?",Neutral
Thank you. You too.,Positive
"Alright, that sounds good. Can you also confirm that my policy does indeed cover that service with no copay or a lower copay?",Neutral
"Okay, thank you.",Neutral
"Okay, got it. Thank you.",Neutral
My doctor's name is Dr. Smith and the facility is Springfield Hospital.,Positive
"Okay, that sounds good. Thank you for your help today.",Neutral
That sounds great. Thank you so much for your help.,Positive
"So, what's going to happen now? Will I get a refund?",Negative
"Okay, that sounds good. But I'm still not sure if I'm going to be able to make it. Can I call back and confirm later?",Neutral
"Hi, I'm having trouble registering and logging in to my online service account. I've tried multiple times, but I keep getting an error message. My member ID is MEM123456.",Negative
"My email address is johndoe@example.com. And yes, I've tried clearing my browser cache and cookies, but it didn't make a difference.",Negative
The procedure code is XYZ123 and it's scheduled for March 25th. My doctor's name is Dr. Smith and his office is located at 123 Main St.,Positive
"Hi, I'm calling to get a case pre-authorized for a surgery I need to have done. My name is Emily Wilson and my member ID is MEM456789.",Negative
"Okay, how long will that take?",Neutral
"Thank you, bye.",Positive
"Okay, go ahead.",Neutral
"That's great, thank you. How long will it take to receive the reimbursement?",Positive
That sounds great. I think I'd like to schedule with Dr. Smith for next Wednesday at 3 PM.,Positive
I didn't receive a confirmation email. Can you resend it?,Negative
"Yes, it says my username and password are incorrect, but I'm certain I'm entering them correctly.",Neutral
"No, that's all. Thank you so much for your help. I really appreciate it.",Positive
Okay...,Neutral
"Hi, I'm calling about a denied claim I received. My name is Emily Wilson and my member ID is MEM654321.",Negative
"That makes sense, I guess. So, what can be done to fix this?",Neutral
Thank you.,Positive
"No, that's all. Thank you again.",Negative
"Okay, I'll try that. (pause) Okay, I've cleared the cache and cookies, but it's still not working.",Neutral
"Oh, I see. So, it was just a technical issue?",Neutral
"Hi, I'm calling about a denied claim I received for a recent medical service. My claim was denied because the policy doesn't cover the service, but I've switched to a new policy that does cover it. My member ID is MEM123456.",Negative
"But that's not what my policy says! I'm looking at it right now, and it says I shouldn't have to pay more than $20 for that type of service.",Negative
I need a knee replacement surgery due to arthritis. My doctor has scheduled it for next Thursday.,Neutral
"You too, thank you.",Positive
"Alright, thank you for looking into this. I appreciate your help.",Positive
"Alright, I'll send them over. But can you at least give me an estimate of how long it'll take to resolve this issue?",Neutral
"My date of birth is March 12, 1985, and my primary care physician is Dr. Smith.",Positive
"No, that's all. Thank you again!",Negative
"No, that's all. Thank you for your help.",Negative
"Hi, I'm having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative
"Hi, I'm calling about a denied claim I received. My member ID is MEM123456. I was told that the service I received wasn't covered under my policy, but I'm pretty sure it should be covered.",Negative
"It's March 12, 1985.",Positive
"Yeah, I've tried that already. My username is jsmith123 and my password is... (pauses for security reasons).",Negative
I've been having some issues with acne and I just want to get it checked out.,Neutral
"That sounds great, thank you! But can you also tell me why this happened in the first place?",Positive
"Yes, I switched policies about two months ago. I specifically chose the new policy because it covers the service that was denied.",Negative
Okay...I just want to get this resolved as soon as possible.,Neutral
I'm looking to get a knee replacement surgery. I've been experiencing a lot of pain and my doctor thinks this is the best course of action.,Positive
(sighs) Fine.,Positive
You too. Bye.,Positive
"Wonderful, thank you so much for your help. I really appreciate it.",Positive
You too.,Positive
That's not good enough. I want this resolved now. Can you just waive the extra $30?,Negative
Sure.,Positive
Okay.,Neutral
"No, that's all. Thanks again for your help!",Positive
I'm looking to see a cardiologist.,Neutral
"Hi, I'm calling about my recent visit to the doctor. I was charged a copay of $50, but I'm sure my policy says it's supposed to be $10.",Negative
It was just a regular check-up. I don't see why that would be an exception.,Neutral
"So, what's going to happen now? Will I get a refund?",Negative
"Okay, I'm holding.",Neutral
"No, that's all. Thank you again for your help.",Negative
"Hi, I'm calling about a denied claim I received for a recent service. My name is Emily Wilson and my member ID is MEM123456.",Negative
"You too, thanks again!",Positive
My doctor's name is Dr. Smith and the surgery is scheduled for April 15th.,Negative
I'm scheduled to see a specialist for a knee injury I've been experiencing. My doctor thinks I might need surgery.,Neutral
"Okay, I'll try that. (pause) Okay, I've cleared the cache and cookies, but I'm still getting the ""invalid credentials"" message.",Neutral
"You too, thanks. Bye.",Positive
"Okay, fine. I'll send over the policy. But can you at least give me a timeline of when this will be resolved?",Neutral
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"No, that's all. Thank you again.",Negative
"Hi, I'm calling about my recent bill for a doctor's visit. I was charged a copay of $50, but I thought it was supposed to be $20 according to my policy.",Negative
"Okay, great. Thank you for your help.",Positive
"Okay, that sounds reasonable. Thank you for your help.",Neutral
