Customer Statement,Sentiment_actual
"No, that's all. Thank you for your help!",Negative
"Hi, I'm calling about a denied claim I received for a recent medical service. I believe it was incorrectly denied.",Negative
It's claim number CLM987654.,Negative
"That's the thing - I recently switched to a new policy, and I'm certain that this service is covered under the new policy.",Neutral
"Okay, that makes sense. What can be done to resolve this?",Neutral
Sounds good. How long will that take?,Positive
"Okay, that sounds reasonable. Thank you for your help.",Neutral
"No, that's all. Thank you again.",Negative
"Great, thank you.",Positive
"No, that's all.",Negative
"Hi, I'm calling about my recent visit to the doctor's office. I was charged a $50 copay, but I'm pretty sure my policy says it should be $20.",Neutral
It's MEM123456.,Neutral
It's 02/12/1990.,Negative
It was on January 15th and I had a follow-up appointment with my primary care physician.,Negative
But I'm looking at my policy documents right now and it says that I shouldn't have to pay anything for a follow-up visit.,Neutral
"Okay, that sounds good. But what about the $30 difference that I was overcharged? Will I get that refunded?",Neutral
"Okay, I understand. But can you at least give me a case number or something so I can reference this when I follow up?",Neutral
"Okay, great. Thank you for your help.",Positive
"No, that's all. Thank you.",Negative
You too. Bye.,Positive
"Hi, I'm calling about a denied claim I received. My member ID is MEM123456. I was told that the service I received wasn't covered under my policy, but I'm pretty sure it should be covered.",Negative
It's CLM789012.,Neutral
"I had switched my policy a few months ago, and according to the new policy, the service I received should be covered. I'm not sure why it was denied.",Neutral
"Okay, that makes sense. How long will it take to update the information and reprocess the claim?",Neutral
"Yes, please.",Positive
Thank you so much for your help! I appreciate it.,Positive
"Hi, I'm having trouble registering and logging in to my online service account. My member ID is MEM654321.",Negative
"I'm not getting any error message. When I try to register, it just keeps saying that my account is already created, but when I try to log in, it says that my username or password is incorrect.",Negative
"I've already tried that, but it's not working. It says that my email address is not recognized.",Negative
It's johndoe@email.com.,Positive
"Okay... but I'm not sure what my username is. I've been trying to log in with my member ID, but it's not working.",Neutral
Okay...,Neutral
"Okay... but I've already tried that, and it's not working.",Neutral
Okay... thank you. I appreciate your help.,Neutral
"No, that's all. Thank you.",Negative
You too. Bye.,Positive
"Hi, I'm calling about my recent doctor's visit. I was charged a $50 copay, but I thought my policy didn't have a copay for that service. My name is Emily Wilson and my member ID is MEM123456.",Negative
"It's March 12, 1985.",Positive
"I went to see my primary care physician on January 10th for a routine check-up. I've been going to this doctor for years, and I've never been charged a copay before.",Positive
"Sure, I'll hold.",Neutral
"Let me check... (pause) Yes, I did get a blood test done during the visit.",Neutral
"Okay, I'll hold.",Neutral
"Okay, that sounds good. Thank you for your help so far.",Neutral
"Great, thank you. What's the next step? Should I just wait to hear back from you?",Positive
"Okay, got it. INV1234. Thank you for your help.",Neutral
"You too, thanks. Bye.",Positive
"Hi, I'm calling about my recent bill for a doctor's visit. I was charged a $50 copay, but I thought my policy covered that service with no copay.",Negative
It's MEM123456.,Neutral
"Yes, that's correct.",Neutral
It was a routine physical exam on January 10th.,Negative
"That's what I thought. So, why was I charged $50?",Negative
"That's great, thank you. How long will it take to receive the reimbursement?",Positive
"Okay, sounds good. But what about preventing this from happening in the future? I don't want to have to call every time I receive a bill.",Neutral
That sounds great. Thank you for your help.,Positive
"Okay, thank you. I appreciate your help.",Neutral
"No, that's all.",Negative
You too.,Positive
"Hi, I'm calling to request a pre-authorization for a medical procedure. My name is Emily Wilson and my member ID is MEM123456.",Negative
"My date of birth is 02/12/1985, and the phone number is 555-1234.",Positive
I need a knee replacement surgery due to arthritis. My doctor has scheduled it for next Thursday.,Neutral
"My doctor's name is Dr. Smith, and the surgery will be at Oakwood Hospital.",Positive
"Sure, I'll hold.",Neutral
What kind of information do you need?,Neutral
"Okay, that sounds good. Can you please give me the fax number?",Neutral
"Alright, I'll let my doctor know. How long will it take to get a decision after you receive the documents?",Neutral
"Okay, I understand. Is there a case number or reference number I can use to follow up on the status?",Neutral
"Great, thank you for your help.",Positive
You too.,Positive
"Hi, I'm calling about my online service account. I'm having trouble registering and logging in. My member ID is MEM123456.",Negative
"Well, I go to the website and click on the login button, but it says my username and password are incorrect. I've tried resetting my password, but it doesn't seem to be working.",Negative
"Okay, I'll try that. (pause) Okay, I've tried resetting it again, but it still says my username and password are incorrect.",Neutral
My email address is johndoe@example.com.,Positive
"(pause) Ah, yes! I see an email from your team. It says my account is pending activation. I didn't see that before.",Negative
"(pause) Okay, I've clicked on the link and followed the instructions. It says my account is now activated.",Neutral
"(pause) Yes, I'm in! I'm logged in to my account. Thank you so much for your help!",Positive
"Thank you, you too! Bye!",Positive
"Hi, I'm calling about a denied claim I received. My name is Emily Wilson, and my member ID is MEM456789.",Negative
"Yes, of course. I received a denial letter stating that the service is not covered under my policy. However, I had recently switched to a new policy, and as per the new policy, the service should be covered.",Neutral
"My new policy effective date is January 1st, and the service date was January 15th. I'm certain that the new policy covers this service.",Neutral
"That makes sense. So, what can be done to resolve this?",Neutral
"That sounds great, thank you so much for your help!",Positive
"No, that's all. Thank you again!",Negative
"You too, goodbye.",Positive
"Hi, I'm having trouble logging in to my account on your website. My member ID is MEM123456. Can you help me?",Negative
I'm getting an error message that says my username and password are incorrect. But I'm sure I'm using the right credentials.,Neutral
"Yeah, I've tried that already. My username is jsmith123 and my password is... (pauses for security reasons).",Negative
"Sure, go ahead.",Positive
"Okay, let me try that. (pause) Hmm, it's not sending me a reset link. It says my email address is not recognized.",Neutral
It's jsmith@email.com.,Positive
"Okay, let me try... (pause) Yeah, it's still not working.",Neutral
"Yeah, that sounds great. Thank you so much for your help.",Positive
"No, that's all. Thank you again.",Negative
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM654321.",Negative
"I'm not sure, I just know I need to see someone about my knee pain.",Neutral
How about next Wednesday afternoon?,Negative
"That sounds good, but can you tell me a little bit more about Dr. Smith?",Neutral
That sounds great. But I was really hoping to see a female doctor.,Neutral
That's a bit later than I was hoping for. Can you check if there are any other options?,Neutral
I'm not sure. Can I call back later and schedule something?,Neutral
"No, that's okay. I'll just call back later. Thanks for your help.",Neutral
"Hello, I'm having trouble logging in to my online service account. I'm getting an error message that says my username and password are incorrect. My member ID is MEM123456.",Negative
"I've already tried that. I've reset my password multiple times, but I still can't log in. And now I'm getting a message that says my account is locked.",Negative
"It's jsmith@email.com. But I've already tried using the ""forgot password"" option and it's not sending me a reset link.",Negative
(frustrated) Register again? I've already registered and I'm trying to log in. This is ridiculous. Can you just fix the problem?,Negative
(angrily) Fine. Just fix it.,Positive
"(sighs) Fine. (pause) Okay, it's working now. But this has been a huge waste of my time.",Negative
"No, that's all. Just make sure this doesn't happen again.",Negative
(hangs up),Negative
"Hi, I'm calling about a denied claim I received for a recent service. My name is Emily Wilson, and my member ID is MEM123456.",Negative
"Yes, of course. The service was on January 10th, and the denial reason stated that my policy doesn't cover the service. However, I had switched to a new policy effective January 1st, which should cover this service.",Negative
"Yes, sure. Thank you.",Positive
"That makes sense. I did receive a confirmation email about the policy change, but I guess it didn't get updated in the system.",Neutral
That sounds great. Thank you so much for your help.,Positive
"Okay, thank you.",Neutral
"Oh, wonderful! Thank you so much.",Positive
"No, that's all. Thank you again for your help.",Negative
You too. Bye.,Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson, and my member ID is MEM123456.",Neutral
"I've been experiencing some back pain, and my primary care physician recommended that I see an orthopedic specialist.",Neutral
"I was thinking maybe sometime next week? I'm available Monday, Wednesday, or Friday.",Neutral
"That sounds great, thank you. Yes, please go ahead and schedule it for Wednesday at 2 PM.",Positive
"No, that's all. Thank you so much for your help.",Positive
Thank you. Bye.,Positive
"Hi, I'm calling about a claim that was denied. My name is Emily Wilson, and my member ID is MEM123456.",Negative
"Yeah, it's #CLM789012. I'm really surprised it was denied because I know my new policy covers this service.",Negative
"Yes, I switched policies about two months ago. I specifically chose the new policy because it covers the service that was denied.",Negative
"That makes sense, I guess. So, what can be done to fix this?",Neutral
"Okay, that sounds great. How long will it take to resolve this?",Neutral
"Alright, thank you so much for your help. I appreciate it.",Positive
"No, that's all. Thank you again.",Negative
You too. Bye.,Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
I'm looking to see a cardiologist. I've been experiencing some chest pain and I want to get it checked out.,Neutral
I'd prefer to come in as soon as possible. How about tomorrow or the day after?,Neutral
That sounds great. I think I'd prefer to see Dr. Smith tomorrow at 2 PM.,Positive
"No, that's all. Thank you so much for your help. I really appreciate it.",Positive
Sounds great. Thank you again.,Positive
Sounds great. Thank you.,Positive
"Hi, I'm calling to request a case pre-authorization for a medical procedure. My name is Emily Wilson and my member ID is MEM123456.",Negative
"My date of birth is March 12, 1985, and my primary care physician is Dr. Smith.",Positive
"It's a knee replacement surgery and it's scheduled for next Thursday, March 25th.",Neutral
My plan type is the Gold Plan and the surgery will be performed at Mercy Hospital.,Positive
"Okay, that sounds good. I appreciate your help.",Neutral
That's great news! Thank you so much for your help. I really appreciate it.,Positive
"No, that's all. Thank you again for your help.",Negative
"Thank you, you too. Bye.",Positive
"No, I understood everything. Thank you for checking in with me.",Negative
"Will do, thank you.",Positive
"You too, bye.",Positive
"Okay, great. Thank you for letting me know.",Neutral
"Alright, thank you again.",Positive
"No, that's all. Thanks.",Negative
"You too, bye.",Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson, and my member ID is MEM123456.",Neutral
"I've been experiencing some back pain and I'd like to see an orthopedic specialist. I've heard great things about Dr. Smith, but I'm open to seeing whoever is available.",Neutral
"I'm pretty flexible, but I'd prefer something within the next two weeks. I'm available weekdays after 2 PM.",Neutral
That sounds great. I think I'd like to schedule with Dr. Smith for next Wednesday at 3 PM.,Positive
"No, that's all. Thank you so much for your help!",Positive
"Sounds good, thank you.",Positive
"Great, thank you for confirming. I appreciate it.",Positive
"No, that's all. Thank you again.",Negative
"You too, bye.",Positive
"Hello, I'm having trouble registering and logging in to my online service account. My member ID is MEM123456. Can you help me?",Negative
"When I try to register, it says my email is already in use. But I'm positive I've never registered before. And when I try to log in, it says my password is incorrect, but I'm sure I'm using the right one.",Neutral
It's johndoe@example.com.,Neutral
"Okay, let me do that. (pause) Okay, I've cleared everything. But I'm still getting the same error message.",Neutral
"Okay... (pause) Yeah, I'm still getting the same error message.",Neutral
Okay... (pause) It says my email address is not recognized.,Neutral
"No, that's all. Thank you for trying to help.",Negative
"No, that's all. Thanks.",Negative
"Hi, I'm having some trouble logging in to my online account. My member ID is MEM123456.",Neutral
"Well, I enter my username and password, but it says my credentials are incorrect. I'm sure I'm using the right password.",Negative
"Okay, let me try that. (pause) Okay, I've cleared the cache and cookies. But I'm still getting the same error message.",Neutral
It's johndoe@email.com.,Positive
"Oh, okay. That makes sense. Thank you!",Neutral
"(pause) Yes, I'm in! Thank you so much for your help.",Positive
"Will do, thanks again!",Positive
Bye!,Positive
"Hi, I'm calling about my online service account. I'm having trouble registering and logging in. My member ID is MEM123456.",Negative
"Well, when I try to register, it says my email address is already in use, but I've never registered before. And when I try to log in, it says my password is incorrect, but I'm pretty sure I'm entering it correctly.",Neutral
"Okay... (pause) Yeah, I'm getting the same error message. And my email address is jsmith@email.com.",Neutral
"Okay... (pause) Ah, that seems to have worked! I was able to register successfully.",Neutral
"Okay... (pause) Yeah, I'm still getting the error message that my password is incorrect.",Neutral
"Yeah, that would be great. Thanks.",Neutral
Sounds good. Thanks for your help!,Positive
"No, that's all. Thanks again.",Negative
"Hi, I'm calling about my recent bill for the doctor's visit. I was charged a copay of $50, but I'm pretty sure my policy says it's supposed to be $20.",Negative
It's MEM123456.,Neutral
It was just a regular check-up. I don't see why that would be an exception.,Neutral
"Okay, that sounds good. How long will it take to get this resolved?",Neutral
"That sounds good, I guess. But I'd really like to get this resolved today if possible.",Neutral
"Okay, I appreciate that. Can you give me a reference number for this case so I can follow up?",Neutral
"Okay, got it. Thank you.",Neutral
Thanks.,Positive
"No, that's all.",Negative
"Wait, can you tell me who I should expect to hear from?",Negative
"Okay, sounds good. Thanks.",Neutral
"Hi, I'm calling about issues I'm having with registering and logging in to my online service account. My member ID is MEM123456.",Negative
"Well, I've tried registering multiple times, but it keeps saying that my email is already in use. But when I try to log in, it says that my password is incorrect.",Neutral
"Okay, I'll try that. (pause) Okay, I've cleared the cache and cookies. Let me try again. (pause) Nope, still getting the same error message.",Neutral
It's johndoe@email.com.,Positive
Okay... (pause) Still not working.,Neutral
"Okay... (pause) Yeah, I'm still getting the same error message.",Neutral
"Okay, thank you for trying to help me.",Neutral
Okay... (pause),Neutral
Okay...,Neutral
It's MEM123456.,Neutral
Okay...,Neutral
"Hi, I'm calling about a denied claim I received for a recent medical service. My claim was denied because the policy doesn't cover the service, but I've switched to a new policy that does cover it. My member ID is MEM123456.",Negative
"Hi, I'm calling about my recent bill for a doctor's visit. I was charged a copay of $50, but my policy says I shouldn't have to pay anything for this type of service.",Negative
"My name is Emily Wilson and my date of birth is March 12, 1985.",Positive
It was on January 20th and the doctor's name is Dr. Smith.,Negative
That's what I thought! I was surprised to see the charge on my bill.,Neutral
"That's great, thank you so much for your help!",Positive
"No, that's all. Thank you again for resolving the issue.",Positive
Thank you for the follow-up. I appreciate it.,Positive
"No, that's all. Thanks again.",Negative
"Yes, I received it. Thank you for checking in.",Positive
Will do. Thanks again for your help.,Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson, and my member ID is MEM123456.",Neutral
"I'm looking for a dermatologist. I've been experiencing some skin issues lately, and I'd like to get it checked out.",Neutral
"I'm available anytime next week, preferably on a Tuesday or Wednesday.",Neutral
I think I'd like to see Dr. Smith on Tuesday at 2 PM.,Neutral
"Yes, my phone number is 555-1234, and my insurance is Blue Cross Blue Shield.",Negative
"No, that's all. Thank you so much for your help!",Positive
"Sounds good, thank you again!",Positive
"Hi, I'm having trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative
"I'm not seeing any error message. It just says that my username or password is incorrect, but I'm sure I'm entering the correct information.",Neutral
"I've already tried that, but it says that my email address is not recognized.",Negative
My email address is jsmith@email.com.,Positive
"Okay, I'll hold.",Neutral
"Okay, what's the new password?",Neutral
"Okay, I've tried logging in and it says that my account is locked due to too many failed login attempts.",Neutral
"Okay, I'll hold.",Neutral
"Okay, I've tried logging in and it says that I need to enter a verification code sent to my email address.",Neutral
"Okay, I've checked my email and I don't see the verification code.",Neutral
"Okay, I've checked my spam folder and I found the email. I've entered the verification code and I'm able to log in now. Thank you for your help!",Neutral
"No, that's all. Thank you again for your help.",Negative
"Hi, I need to schedule an appointment with a specialist. My member ID is MEM123456.",Neutral
My name is Johnson. I'm having some issues with my knee and I need to see an orthopedic specialist.,Neutral
I was thinking maybe next Wednesday?,Negative
"(sighs) That's not ideal, but I suppose it's better than waiting even longer. Who would I be seeing?",Neutral
(hesitates) I've heard mixed reviews about Dr. Smith. Can I see someone else?,Negative
"(frustrated) Look, can you just tell me who's available next Monday and let me decide?",Negative
"(sighs) Fine, I'll take the 2 pm with Dr. Johnson.",Neutral
"(reluctantly) Alright... thank you, I guess.",Neutral
"No, that's all.",Negative
(hung up),Positive
"Hi, I'm calling about my recent visit to the doctor. I was charged a copay of $50, but I thought my policy said I didn't have to pay anything for this service.",Negative
My policy number is POL987654 and the visit was on February 10th.,Positive
"Sure, I'll hold.",Neutral
"Okay, that sounds right. I could have sworn my policy said $0 copay.",Neutral
"Okay, how long will that take?",Neutral
"Okay, that sounds good. Can you also confirm the corrected copay amount will be reflected in my account?",Neutral
"Great, thank you for your help. I appreciate it.",Positive
"No, that's all. Thank you again.",Negative
"Hi, I'm calling about a denied claim I received for a recent medical service. My member ID is MEM123456.",Negative
Johnson.,Positive
It's CLM789012.,Neutral
"But I had switched to a new policy a month ago, and as per the new policy, this service should be covered.",Neutral
That's frustrating. Can you help me get this resolved?,Negative
"Okay, thank you.",Neutral
"That sounds great, thank you for your help.",Positive
"No, that's all. Thank you again for resolving this issue.",Positive
"Hi, I'm calling about my recent bill for a doctor's visit. I was charged a copay of $50, but I thought it was supposed to be $20 according to my policy.",Negative
It's MEM123456.,Neutral
"The date of service was January 10th, and the provider's name is Dr. Smith.",Negative
Sure.,Positive
"That sounds great, thank you! How long will it take for the refund to be processed?",Positive
"Okay, that sounds good. Can you also confirm that my policy allows for no copay for this service in the future?",Neutral
"That's great, thank you for your help!",Positive
"No, that's all. Thank you again.",Negative
"No, that's all. Thank you.",Negative
Goodbye.,Positive
"Hi, I'm calling to request a pre-authorization for a medical procedure. My name is Emily Wilson, and my member ID is MEM123456.",Negative
"My date of birth is March 12, 1985, and I'm scheduled for a knee replacement surgery.",Positive
"My doctor's name is Dr. Smith, and the surgery is scheduled for April 15th.",Neutral
"Sure, I'll hold.",Neutral
"Let me check with my doctor's office real quick. (pause) Okay, the diagnosis code is 715.16, and the CPT code is 27447.",Neutral
"Okay, that sounds good. What information do they need to provide?",Neutral
"Okay, I'll let my doctor's office know. How long will it take to get a decision on the pre-authorization?",Neutral
"Okay, sounds good. Is there anything else I need to do?",Neutral
"Alright, thank you for your help.",Positive
"You too, bye.",Positive
"Hi, I'm trying to register and log in to my online service account, but I'm having some trouble. My member ID is MEM123456.",Neutral
"Well, when I try to log in, it says my username and password are incorrect, but I'm sure I'm entering the right information.",Neutral
"I've already tried that. I've reset my password multiple times, but it still won't let me log in.",Negative
How do I check that?,Negative
"Okay, that sounds good.",Neutral
"Okay, I'll try that. But what if my account is locked out? How do I unlock it?",Neutral
"Okay, I'll call the automated system and see what it says. If it's locked out, I'll call back during business hours to get it unlocked.",Neutral
Thanks for your help. I'll call back if I need anything else.,Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
I'm looking to see a cardiologist and I'm available next Wednesday or Thursday.,Positive
I'm available anytime after 2 PM.,Negative
That sounds great. Can you tell me a little bit more about Dr. Smith and Dr. Johnson?,Positive
"Okay, that sounds great. I think I would like to schedule an appointment with Dr. Smith at 2:30 PM on Wednesday.",Neutral
"No, that's all. Thank you for your help.",Negative
Thank you. You too.,Positive
Goodbye.,Positive
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
I need to see a cardiologist. I've been experiencing some chest pains and my primary care physician recommended I see a specialist.,Neutral
"I'm available anytime next week, preferably in the mornings.",Neutral
That sounds great. I'll take the Wednesday at 9:00 am appointment.,Positive
"No, that's all. Thank you for your help.",Negative
Thank you. You too.,Positive
"No, that's all. Thanks again.",Negative
"Hi, I'm calling about my recent doctor's visit. I was charged a copay of $50, but I thought my policy didn't have a copay for that service.",Negative
My member ID is MEM123456.,Positive
"It was on February 10th, and I had a follow-up appointment with my primary care physician.",Negative
"Exactly! That's what I thought. So, why was I charged $50?",Positive
"That's great, thank you so much! How long will it take to correct this?",Positive
Wonderful! I appreciate your help with this. Can you also confirm that my policy still has the $0 copay for that service?,Positive
"Great, thank you again for your assistance!",Positive
"No, that's all. Thank you!",Negative
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
I'm looking for a dermatologist. I'd like to schedule it for next Wednesday or Thursday. I'm available anytime between 9 am and 3 pm.,Positive
That sounds great. I think I'd like to schedule with Dr. Smith next Wednesday at 10 am. Can you please confirm the appointment details?,Positive
"No, that's all. Thank you so much for your help. You've been very helpful.",Positive
Thank you again. Have a great day.,Positive
"Hi, I'm calling to get a case pre-authorized for a medical procedure. My name is Emily Wilson, and my member ID is MEM456789.",Negative
"It's March 12, 1985.",Positive
"It's a knee replacement surgery, and it's scheduled for April 15th.",Neutral
Dr. John Smith at Mercy Hospital.,Positive
"Okay, no problem.",Neutral
Sure.,Positive
That's fine. How do I get the pre-authorization number?,Neutral
"Great, thank you so much for your help!",Positive
"No, that's all. Thank you again.",Negative
"Hi, I'm having some trouble registering and logging in to my online service account. My member ID is MEM123456.",Negative
"When I try to log in, it says my username and password are incorrect. I've tried resetting my password, but it still doesn't work.",Negative
"My username is jsmith123 and my password is *****. I've also tried using my email address as my username, but that doesn't work either.",Negative
"Sure, no problem.",Positive
"Let me check. Ah, yes, I see the problem. I used a different email address when I signed up for the account.",Negative
"Okay, I've done that. What's the next step?",Neutral
"Okay, let me try that. (pause) Ah, yes! I'm in! Thank you so much for your help!",Neutral
"No, that's all. Thank you again for your help. You've been very patient and helpful.",Positive
"You too, thank you!",Positive
"Hi, I'm calling about a denied claim. My claim for physical therapy sessions was denied, but I'm sure I'm covered. My member ID is MEM123456.",Neutral
It's #claim20230101.,Negative
"That's incorrect. I recently switched to a new policy, and I'm certain that physical therapy sessions are covered.",Neutral
I switched policies on January 1st of this year.,Negative
"So, what's going to happen with my claim now?",Neutral
"Okay, that sounds good. How long will it take to get this resolved?",Neutral
"Alright, thank you for looking into this. I appreciate your help.",Positive
"Hi, I'm having trouble registering and logging in to my online service account. I'm trying to access my account but it's not working. My member ID is MEM123456.",Negative
"I'm not seeing an error message, it just says my username and password are incorrect. But I'm positive I'm entering the correct information.",Neutral
"Yeah, I changed my password a few days ago. My username is my email address, and my password is... (pauses to enter password)",Negative
Sure.,Positive
"Okay, that makes sense. I did try to log in a few times before calling.",Neutral
"Okay... (pauses) Yes, I'm in! Thank you so much for your help.",Neutral
"No, that's all. Thank you again for your help.",Negative
"Hi, I'm calling about a denied claim I received for a recent medical service. I believe it was denied in error. My member ID is MEM123456.",Negative
It's claim number CLM789012.,Negative
"That's what the letter said, but I had switched to a new policy before I received the service, and I'm certain it's covered under the new policy.",Neutral
"Okay, that makes sense. But what can we do about the claim now?",Neutral
That sounds great. How long will it take for them to review it?,Positive
"Alright, that sounds good. And just to confirm, you've noted that the issue was due to the policy not being updated in your system?",Neutral
"Okay, thank you for your help in resolving this.",Neutral
"No, that's all. Thank you.",Negative
"Hi, I'm calling to schedule an appointment with a specialist. My name is Emily Wilson and my member ID is MEM123456.",Neutral
"My date of birth is March 12, 1985, and I'm looking to see an orthopedic specialist.",Positive
"I'm available this week, preferably Wednesday or Thursday.",Positive
That sounds good. Can you tell me a bit more about Dr. Smith's qualifications?,Positive
"Yes, please go ahead and schedule it.",Positive
"No, that's all. Thank you for your help.",Negative
Thank you. Bye.,Positive
